window_id,window_start,window_end,label,split
1378,2010-09-24,2010-09-30,0,train
1379,2010-09-25,2010-10-01,0,train
1380,2010-09-26,2010-10-02,0,train
1381,2010-09-27,2010-10-03,0,train
1382,2010-09-28,2010-10-04,0,train
1383,2010-09-29,2010-10-05,0,train
1384,2010-09-30,2010-10-06,0,train
1385,2010-10-01,2010-10-07,0,train
1386,2010-10-02,2010-10-08,0,train
1387,2010-10-03,2010-10-09,0,train
1388,2010-10-04,2010-10-10,0,train
1389,2010-10-05,2010-10-11,0,train
1390,2010-10-06,2010-10-12,0,train
1391,2010-10-07,2010-10-13,0,train
1392,2010-10-08,2010-10-14,1,train
1393,2010-10-09,2010-10-15,0,train
1394,2010-10-10,2010-10-16,0,test
1395,2010-10-11,2010-10-17,0,test
1396,2010-10-12,2010-10-18,0,test
1397,2010-10-13,2010-10-19,0,train
1398,2010-10-14,2010-10-20,0,train
1399,2010-10-15,2010-10-21,0,test
1400,2010-10-16,2010-10-22,0,test
1401,2010-10-17,2010-10-23,0,train
1402,2010-10-18,2010-10-24,0,train
1403,2010-10-19,2010-10-25,0,train
1404,2010-10-20,2010-10-26,0,train
1405,2010-10-21,2010-10-27,0,train
1406,2010-10-22,2010-10-28,0,train
1407,2010-10-23,2010-10-29,0,train
1408,2010-10-24,2010-10-30,0,train
1409,2010-10-25,2010-10-31,0,train
1410,2010-10-26,2010-11-01,0,test
1411,2010-10-27,2010-11-02,0,train
1412,2010-10-28,2010-11-03,0,train
1413,2010-10-29,2010-11-04,0,test
1414,2010-10-30,2010-11-05,0,train
1415,2010-10-31,2010-11-06,0,train
1416,2010-11-01,2010-11-07,0,train
1417,2010-11-02,2010-11-08,0,train
1418,2010-11-03,2010-11-09,0,train
1419,2010-11-04,2010-11-10,0,train
1420,2010-11-05,2010-11-11,0,test
1421,2010-11-06,2010-11-12,0,train
1422,2010-11-07,2010-11-13,0,train
1423,2010-11-08,2010-11-14,0,train
1424,2010-11-09,2010-11-15,1,train
1425,2010-11-10,2010-11-16,0,train
1426,2010-11-11,2010-11-17,0,train
1427,2010-11-12,2010-11-18,0,train
1428,2010-11-13,2010-11-19,0,train
1429,2010-11-14,2010-11-20,0,train
1430,2010-11-15,2010-11-21,0,train
1431,2010-11-16,2010-11-22,0,train
1432,2010-11-17,2010-11-23,1,train
1433,2010-11-18,2010-11-24,0,train
1434,2010-11-19,2010-11-25,1,train
1435,2010-11-20,2010-11-26,0,train
